TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionYear,TransactionMonth,TransactionDay,TransactionDayOfWeek,TransactionHour,DaysSincePrevTransaction,TransactionID,AccountID,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerOccupation,Cluster,ClusterLabel,ClusterDescription
57.07,31,99,1,9323.71,2023,8,25,4,16,-437,TX001341,AC00079,Credit,Boston,D000250,116.175.11.222,M027,Online,Doctor,2,Cluster 2,Branch-Based Credit Users
395.27,18,167,1,1764.08,2023,8,7,0,16,-455,TX001342,AC00403,Credit,Miami,D000045,150.83.4.238,M085,Online,Student,2,Cluster 2,Branch-Based Credit Users
289.05,75,116,1,5683.49,2023,6,9,4,17,-514,TX001343,AC00228,Debit,New York,D000493,174.61.77.54,M088,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
46.11,33,233,1,5225.73,2023,3,27,0,17,-588,TX001344,AC00344,Debit,San Francisco,D000184,13.88.251.53,M048,Online,Doctor,3,Cluster 3,Online Banking Users
335.5,63,47,1,6445.4,2023,8,14,0,16,-448,TX001345,AC00466,Debit,Sacramento,D000326,107.247.202.71,M003,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
388.07,24,68,1,289.71,2023,9,5,1,17,-426,TX001346,AC00204,Debit,Seattle,D000422,44.197.126.59,M067,Online,Student,3,Cluster 3,Online Banking Users
520.86,51,66,1,9200.74,2023,3,20,0,16,-595,TX001347,AC00030,Credit,Sacramento,D000309,179.132.235.182,M017,Online,Engineer,2,Cluster 2,Branch-Based Credit Users
787.41,25,39,1,300.87,2023,6,19,0,16,-504,TX001348,AC00455,Debit,Memphis,D000351,150.25.200.56,M081,Online,Student,3,Cluster 3,Online Banking Users
31.7,48,121,1,743.9,2023,6,1,3,16,-522,TX001349,AC00094,Credit,Raleigh,D000596,113.134.242.82,M074,ATM,Doctor,2,Cluster 2,Branch-Based Credit Users
22.3,21,90,1,1200.35,2023,5,1,0,16,-553,TX001350,AC00185,Debit,Philadelphia,D000035,133.63.96.21,M030,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
203.12,56,181,1,1562.39,2023,1,18,2,16,-656,TX001351,AC00351,Debit,San Jose,D000004,77.21.150.75,M078,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
315.94,49,172,1,7719.71,2023,2,27,0,17,-616,TX001352,AC00335,Credit,Raleigh,D000625,8.244.162.185,M024,Branch,Doctor,2,Cluster 2,Branch-Based Credit Users
0.26,20,173,1,1833.67,2023,11,23,3,16,-347,TX001355,AC00097,Debit,Oklahoma City,D000239,60.197.167.40,M090,Online,Student,3,Cluster 3,Online Banking Users
210.77,71,161,1,5396.65,2023,5,31,2,16,-523,TX001356,AC00447,Debit,Mesa,D000009,144.91.150.133,M094,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
406.65,57,107,1,12995.7,2023,11,8,2,18,-362,TX001357,AC00280,Debit,Mesa,D000013,147.234.20.46,M062,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
422.9,40,111,1,7616.43,2023,2,27,0,16,-616,TX001358,AC00023,Debit,Tucson,D000237,180.224.54.115,M027,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
20.62,35,225,1,12500.8,2023,6,21,2,17,-502,TX001359,AC00077,Credit,Philadelphia,D000627,184.59.28.72,M014,ATM,Doctor,2,Cluster 2,Branch-Based Credit Users
174.39,19,36,1,1127.08,2023,1,9,0,16,-665,TX001360,AC00113,Debit,San Francisco,D000078,98.255.160.110,M015,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
7.86,76,91,1,3621.98,2023,10,16,0,16,-385,TX001361,AC00391,Credit,Sacramento,D000065,201.113.165.203,M053,Branch,Retired,2,Cluster 2,Branch-Based Credit Users
61.98,49,44,1,5212.28,2023,1,3,1,18,-671,TX001362,AC00136,Debit,Denver,D000376,20.147.6.179,M038,Online,Engineer,3,Cluster 3,Online Banking Users
54.85,58,40,1,2727.45,2023,9,5,1,16,-426,TX001363,AC00204,Credit,San Francisco,D000287,214.67.148.245,M071,Branch,Retired,2,Cluster 2,Branch-Based Credit Users
16.55,26,159,1,6089.79,2023,9,11,0,17,-420,TX001365,AC00305,Debit,Tucson,D000477,214.32.109.197,M009,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
91.32,58,77,1,2618.1,2023,11,10,4,16,-360,TX001366,AC00338,Debit,Milwaukee,D000353,49.29.37.185,M056,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
195.49,31,212,1,11988.12,2023,6,12,0,16,-511,TX001367,AC00268,Debit,Memphis,D000472,147.227.81.224,M016,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
49.62,55,111,1,3841.42,2023,12,7,3,16,-333,TX001368,AC00363,Debit,Portland,D000080,19.228.76.177,M055,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
487.16,28,84,1,321.21,2023,1,2,0,16,-672,TX001369,AC00316,Credit,Los Angeles,D000361,156.96.135.18,M077,Branch,Student,2,Cluster 2,Branch-Based Credit Users
405.6,37,44,1,9754.73,2023,8,8,1,17,-454,TX001370,AC00167,Debit,Tucson,D000643,36.77.94.252,M031,Online,Engineer,3,Cluster 3,Online Banking Users
512.95,57,143,1,9584.52,2023,10,16,0,17,-385,TX001371,AC00405,Debit,Columbus,D000335,6.234.101.35,M066,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
345.94,31,163,1,7624.56,2023,10,9,0,17,-392,TX001372,AC00098,Debit,Portland,D000354,129.102.184.189,M100,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
356.56,47,52,1,2485.73,2023,10,9,0,17,-392,TX001373,AC00116,Debit,New York,D000399,157.130.28.27,M100,Online,Engineer,3,Cluster 3,Online Banking Users
10.31,36,280,1,2137.9,2023,1,13,4,16,-661,TX001374,AC00267,Debit,Louisville,D000072,74.58.165.67,M054,Online,Engineer,3,Cluster 3,Online Banking Users
211.69,30,111,1,6412.85,2023,10,20,4,16,-381,TX001375,AC00447,Debit,Atlanta,D000674,200.13.225.150,M066,Branch,Doctor,0,Cluster 0,Branch-Based Debit Users
221.49,23,196,1,707.25,2023,9,13,2,18,-418,TX001376,AC00042,Credit,Oklahoma City,D000203,76.0.164.168,M052,Branch,Student,2,Cluster 2,Branch-Based Credit Users
278.23,48,83,1,8300.54,2023,5,4,3,17,-550,TX001377,AC00074,Debit,Fresno,D000530,116.106.207.139,M019,Online,Engineer,3,Cluster 3,Online Banking Users
116.88,45,263,1,7717.34,2023,10,4,2,17,-397,TX001378,AC00063,Debit,Memphis,D000024,23.163.145.195,M026,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
328.77,39,247,1,6967.03,2023,4,3,0,17,-581,TX001379,AC00085,Credit,San Diego,D000133,101.120.142.50,M033,Online,Doctor,2,Cluster 2,Branch-Based Credit Users
77.53,54,55,1,5158.6,2023,7,25,1,18,-468,TX001380,AC00126,Debit,Louisville,D000522,203.245.215.62,M052,Branch,Retired,0,Cluster 0,Branch-Based Debit Users
421.74,67,103,1,12031.14,2023,6,20,1,17,-503,TX001381,AC00471,Debit,San Jose,D000339,73.108.76.238,M014,Online,Doctor,3,Cluster 3,Online Banking Users
313.69,73,152,1,7093.68,2023,3,10,4,16,-605,TX001382,AC00304,Debit,Oklahoma City,D000211,53.131.194.183,M034,Branch,Retired,0,Cluster 0,Branch-Based Debit Users
411.72,29,153,1,8539.86,2023,6,20,1,18,-503,TX001383,AC00242,Debit,Washington,D000104,166.41.54.117,M014,Branch,Doctor,0,Cluster 0,Branch-Based Debit Users
508.73,59,89,1,7640.57,2023,7,14,4,16,-479,TX001384,AC00261,Debit,Chicago,D000316,172.184.35.29,M071,Branch,Retired,0,Cluster 0,Branch-Based Debit Users
153.08,24,201,1,1292.21,2023,11,27,0,16,-343,TX001385,AC00338,Debit,Omaha,D000637,130.29.230.16,M057,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
23.01,63,166,1,5958.75,2023,6,9,4,18,-514,TX001386,AC00292,Debit,Las Vegas,D000363,55.154.161.250,M090,Branch,Retired,0,Cluster 0,Branch-Based Debit Users
69.28,25,129,1,708.74,2023,10,30,0,16,-371,TX001387,AC00024,Debit,Los Angeles,D000379,184.4.253.143,M070,Online,Student,3,Cluster 3,Online Banking Users
51.25,28,66,1,1744.4,2023,8,29,1,16,-433,TX001388,AC00441,Credit,Austin,D000113,101.223.82.253,M044,Branch,Student,2,Cluster 2,Branch-Based Credit Users
407.65,25,263,1,273.78,2023,8,7,0,17,-455,TX001389,AC00412,Debit,Denver,D000013,8.136.178.116,M095,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
459.25,25,59,1,130.76,2023,5,23,1,16,-531,TX001390,AC00315,Debit,Tucson,D000248,28.149.72.129,M043,Branch,Student,0,Cluster 0,Branch-Based Debit Users
301.56,49,118,1,10389.6,2023,2,9,3,17,-634,TX001391,AC00120,Debit,Seattle,D000014,155.37.19.43,M011,Branch,Doctor,0,Cluster 0,Branch-Based Debit Users
17.67,63,91,1,1048.18,2023,6,27,1,17,-496,TX001392,AC00462,Debit,San Diego,D000416,21.97.154.92,M061,Online,Doctor,3,Cluster 3,Online Banking Users
5.29,32,132,1,12896.68,2023,3,13,0,18,-602,TX001393,AC00481,Credit,San Francisco,D000121,62.27.235.199,M008,Online,Doctor,2,Cluster 2,Branch-Based Credit Users
401.37,43,251,1,8208.54,2023,9,18,0,16,-413,TX001394,AC00166,Debit,Los Angeles,D000404,1.198.76.182,M031,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
145.4,38,24,1,5244.49,2023,7,6,3,17,-487,TX001395,AC00438,Debit,Tucson,D000069,49.174.157.140,M044,Online,Engineer,3,Cluster 3,Online Banking Users
556.34,37,46,1,11935.14,2023,10,19,3,16,-382,TX001396,AC00090,Debit,Seattle,D000377,59.127.135.25,M031,Online,Doctor,3,Cluster 3,Online Banking Users
34.31,24,251,1,1484.76,2023,4,28,4,16,-556,TX001397,AC00041,Debit,Philadelphia,D000353,167.95.191.52,M094,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
780.59,23,145,1,6513.34,2023,6,28,2,17,-495,TX001398,AC00141,Credit,Tucson,D000451,191.25.177.160,M058,Online,Student,2,Cluster 2,Branch-Based Credit Users
282.65,35,161,1,13801.15,2023,3,8,2,17,-607,TX001399,AC00410,Debit,Fort Worth,D000626,135.73.131.111,M012,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
305.27,68,147,1,12958.65,2023,9,27,2,16,-404,TX001400,AC00362,Debit,Las Vegas,D000657,57.166.147.242,M059,Online,Doctor,3,Cluster 3,Online Banking Users
185.81,32,116,1,9588.71,2023,9,20,2,16,-411,TX001401,AC00315,Debit,Austin,D000696,201.114.165.141,M033,Online,Doctor,3,Cluster 3,Online Banking Users
66.01,49,179,1,3475.99,2023,10,6,4,18,-395,TX001402,AC00092,Debit,Milwaukee,D000317,49.172.82.247,M042,Online,Engineer,3,Cluster 3,Online Banking Users
447.95,29,75,1,7544.4,2023,1,11,2,17,-663,TX001403,AC00133,Debit,Tucson,D000442,19.20.13.234,M002,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
279.3,19,48,1,1193.61,2023,6,22,3,17,-501,TX001404,AC00069,Debit,Oklahoma City,D000674,77.21.150.75,M079,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
26.75,33,27,1,12063.77,2023,5,8,0,16,-546,TX001405,AC00498,Debit,Indianapolis,D000537,131.41.45.13,M096,Online,Doctor,3,Cluster 3,Online Banking Users
611.15,27,121,1,892.83,2023,8,11,4,17,-451,TX001406,AC00006,Debit,Detroit,D000044,51.250.46.149,M009,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
275.2,54,81,1,1230.12,2023,8,24,3,17,-438,TX001407,AC00104,Debit,New York,D000122,59.12.96.11,M058,Online,Engineer,3,Cluster 3,Online Banking Users
427.79,18,189,1,1479.67,2023,2,21,1,17,-622,TX001408,AC00311,Debit,San Jose,D000018,203.99.96.114,M016,Branch,Student,0,Cluster 0,Branch-Based Debit Users
469.13,54,139,1,1265.28,2023,12,4,0,17,-336,TX001409,AC00144,Credit,San Antonio,D000501,63.191.171.41,M009,ATM,Doctor,2,Cluster 2,Branch-Based Credit Users
102.81,76,47,1,3228.87,2023,12,4,0,16,-336,TX001410,AC00157,Debit,Seattle,D000076,21.28.32.1,M074,Branch,Retired,0,Cluster 0,Branch-Based Debit Users
22.61,19,145,1,1111.67,2023,12,21,3,17,-319,TX001411,AC00171,Debit,Seattle,D000255,76.136.92.235,M099,Online,Student,3,Cluster 3,Online Banking Users
68.28,56,293,1,3213.16,2023,6,8,3,18,-515,TX001412,AC00374,Debit,Boston,D000649,148.112.151.27,M100,Online,Engineer,3,Cluster 3,Online Banking Users
33.65,63,146,1,12719.93,2023,9,18,0,17,-413,TX001413,AC00219,Credit,New York,D000470,49.31.186.82,M067,Online,Doctor,2,Cluster 2,Branch-Based Credit Users
362.68,63,137,1,2040.77,2023,1,16,0,18,-658,TX001414,AC00405,Credit,Miami,D000280,172.111.76.65,M014,ATM,Retired,2,Cluster 2,Branch-Based Credit Users
73.23,20,172,1,1309.85,2023,6,23,4,16,-500,TX001415,AC00075,Debit,San Francisco,D000128,66.226.179.193,M090,Branch,Student,0,Cluster 0,Branch-Based Debit Users
654.49,25,104,1,164.61,2023,11,20,0,16,-350,TX001416,AC00136,Credit,Austin,D000380,167.104.180.235,M060,Online,Student,2,Cluster 2,Branch-Based Credit Users
18.56,49,161,1,4230.37,2023,4,24,0,17,-560,TX001417,AC00056,Credit,Memphis,D000189,41.82.55.163,M094,Branch,Engineer,2,Cluster 2,Branch-Based Credit Users
389.05,27,41,1,761.0,2023,1,6,4,17,-668,TX001418,AC00368,Debit,Dallas,D000379,7.105.184.86,M075,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
7.38,67,105,1,2923.83,2023,3,15,2,16,-600,TX001419,AC00261,Debit,Houston,D000011,156.96.135.18,M076,Online,Retired,3,Cluster 3,Online Banking Users
109.48,61,93,1,7372.47,2023,6,26,0,17,-497,TX001420,AC00090,Debit,Baltimore,D000122,17.36.132.202,M008,Online,Retired,3,Cluster 3,Online Banking Users
66.91,39,85,1,871.1,2023,1,30,0,18,-644,TX001421,AC00297,Debit,Seattle,D000509,51.196.87.214,M047,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
335.48,45,155,1,3023.16,2023,3,2,3,16,-613,TX001422,AC00144,Debit,Oklahoma City,D000211,107.247.202.71,M040,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
38.14,19,174,1,1119.21,2023,12,28,3,16,-312,TX001423,AC00207,Debit,Albuquerque,D000572,113.134.242.82,M026,Online,Student,3,Cluster 3,Online Banking Users
360.02,68,68,1,6400.59,2023,2,9,3,16,-634,TX001425,AC00179,Debit,Dallas,D000072,49.31.186.82,M004,Online,Retired,3,Cluster 3,Online Banking Users
567.71,63,80,1,13884.24,2023,2,6,0,18,-637,TX001426,AC00175,Debit,Memphis,D000605,6.204.110.7,M086,Online,Doctor,3,Cluster 3,Online Banking Users
218.19,19,185,1,620.83,2023,5,23,1,16,-531,TX001427,AC00386,Debit,Austin,D000626,165.35.58.173,M078,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
209.99,19,40,1,1938.01,2023,9,7,3,17,-424,TX001428,AC00067,Debit,Denver,D000381,125.89.163.224,M014,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
11.02,19,280,1,964.79,2023,11,13,0,16,-357,TX001429,AC00369,Debit,Tucson,D000320,203.174.215.229,M008,Branch,Student,0,Cluster 0,Branch-Based Debit Users
83.43,56,109,1,1870.16,2023,5,30,1,16,-524,TX001430,AC00257,Debit,New York,D000627,23.255.214.209,M012,Online,Retired,3,Cluster 3,Online Banking Users
344.97,34,106,1,5577.94,2023,3,20,0,17,-595,TX001431,AC00059,Debit,Austin,D000264,214.67.148.245,M050,Online,Doctor,3,Cluster 3,Online Banking Users
172.29,36,283,1,8700.8,2023,1,30,0,17,-644,TX001432,AC00341,Debit,El Paso,D000474,72.128.135.172,M034,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
195.54,60,255,1,2794.66,2023,7,17,0,16,-476,TX001433,AC00357,Debit,Omaha,D000144,161.195.172.148,M039,Online,Retired,3,Cluster 3,Online Banking Users
101.23,45,87,1,6169.71,2023,8,4,4,18,-458,TX001434,AC00455,Debit,Colorado Springs,D000696,171.150.178.172,M015,Online,Engineer,3,Cluster 3,Online Banking Users
180.46,25,34,1,831.75,2023,3,13,0,16,-602,TX001435,AC00346,Debit,Fresno,D000456,147.114.91.132,M001,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
692.55,53,109,1,2451.56,2023,3,7,1,16,-608,TX001436,AC00118,Debit,Charlotte,D000577,180.224.54.115,M058,Branch,Retired,0,Cluster 0,Branch-Based Debit Users
147.31,34,92,1,13625.52,2023,6,12,0,17,-511,TX001437,AC00275,Credit,Mesa,D000059,100.4.40.132,M005,Online,Doctor,2,Cluster 2,Branch-Based Credit Users
107.48,20,103,1,1379.39,2023,2,7,1,17,-636,TX001438,AC00028,Debit,Los Angeles,D000624,120.32.147.210,M058,Branch,Student,0,Cluster 0,Branch-Based Debit Users
81.51,25,97,1,865.49,2023,8,10,3,16,-452,TX001440,AC00090,Debit,Washington,D000079,192.95.36.246,M059,Branch,Student,0,Cluster 0,Branch-Based Debit Users
365.48,76,216,1,7147.4,2023,5,22,0,17,-532,TX001441,AC00367,Credit,Seattle,D000310,44.197.126.59,M082,Online,Retired,2,Cluster 2,Branch-Based Credit Users
491.1,35,125,1,7833.85,2023,6,5,0,16,-518,TX001442,AC00441,Credit,Houston,D000408,175.210.47.87,M067,Online,Engineer,2,Cluster 2,Branch-Based Credit Users
452.8,80,151,1,4840.67,2023,11,24,4,16,-346,TX001443,AC00266,Debit,Los Angeles,D000527,211.45.75.44,M034,Branch,Retired,0,Cluster 0,Branch-Based Debit Users
645.04,70,78,1,7361.47,2023,12,22,4,17,-318,TX001444,AC00072,Debit,Memphis,D000515,10.191.172.154,M014,Branch,Retired,0,Cluster 0,Branch-Based Debit Users
169.28,45,114,1,5128.44,2023,3,27,0,18,-588,TX001445,AC00245,Debit,Philadelphia,D000227,218.238.171.184,M057,Branch,Doctor,0,Cluster 0,Branch-Based Debit Users
88.42,62,91,1,12381.45,2023,10,18,2,16,-383,TX001446,AC00119,Debit,El Paso,D000443,37.143.57.20,M096,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
155.53,29,66,1,4008.05,2023,3,24,4,17,-591,TX001447,AC00061,Debit,Baltimore,D000507,77.21.150.75,M041,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
39.24,77,106,1,6462.41,2023,11,14,1,18,-356,TX001449,AC00254,Debit,Dallas,D000164,214.67.148.245,M095,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
78.77,48,50,1,6470.57,2023,5,8,0,18,-546,TX001451,AC00268,Credit,Las Vegas,D000301,64.15.0.66,M085,ATM,Engineer,2,Cluster 2,Branch-Based Credit Users
26.5,48,179,1,4854.83,2023,2,8,2,16,-635,TX001452,AC00460,Debit,Indianapolis,D000175,9.230.41.239,M063,Online,Engineer,3,Cluster 3,Online Banking Users
83.62,48,146,1,12652.22,2023,6,22,3,17,-501,TX001453,AC00257,Debit,Raleigh,D000554,202.21.120.44,M069,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
142.78,68,150,1,11705.88,2023,5,9,1,16,-545,TX001454,AC00398,Debit,San Diego,D000499,80.75.92.66,M021,Branch,Doctor,0,Cluster 0,Branch-Based Debit Users
55.99,35,95,1,932.61,2023,11,13,0,16,-357,TX001455,AC00162,Debit,El Paso,D000525,215.97.143.157,M037,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
774.48,61,31,1,11613.58,2023,3,6,0,16,-609,TX001456,AC00015,Debit,Louisville,D000233,76.136.92.235,M013,Branch,Doctor,0,Cluster 0,Branch-Based Debit Users
105.37,25,160,1,1068.55,2023,5,11,3,18,-543,TX001457,AC00462,Debit,Sacramento,D000327,164.75.163.220,M043,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
118.83,28,295,1,1616.3,2023,6,26,0,16,-497,TX001458,AC00218,Debit,Virginia Beach,D000321,190.251.45.32,M039,Online,Student,3,Cluster 3,Online Banking Users
46.22,23,217,1,471.28,2023,11,13,0,16,-357,TX001459,AC00217,Debit,San Jose,D000638,49.31.186.82,M049,Branch,Student,0,Cluster 0,Branch-Based Debit Users
659.71,21,148,1,106.86,2023,5,5,4,16,-549,TX001460,AC00460,Credit,San Jose,D000095,150.83.4.238,M052,Branch,Student,2,Cluster 2,Branch-Based Credit Users
377.97,72,160,1,2457.1,2023,11,17,4,16,-353,TX001461,AC00068,Debit,Miami,D000195,138.87.180.254,M028,Online,Retired,3,Cluster 3,Online Banking Users
114.1,69,148,1,5882.12,2023,5,22,0,17,-532,TX001462,AC00214,Debit,Boston,D000275,65.149.11.248,M024,Branch,Retired,0,Cluster 0,Branch-Based Debit Users
11.3,55,41,1,1938.99,2023,12,1,4,16,-339,TX001463,AC00266,Credit,Louisville,D000528,10.191.172.154,M044,Online,Retired,2,Cluster 2,Branch-Based Credit Users
95.5,57,17,1,4079.09,2023,5,22,0,16,-532,TX001464,AC00193,Debit,Omaha,D000362,177.116.108.246,M031,Online,Retired,3,Cluster 3,Online Banking Users
130.93,28,149,1,860.12,2023,2,8,2,16,-635,TX001465,AC00132,Credit,Houston,D000417,193.221.15.59,M061,Branch,Engineer,2,Cluster 2,Branch-Based Credit Users
272.97,68,174,1,7811.31,2023,4,17,0,18,-567,TX001466,AC00241,Debit,Boston,D000638,66.226.179.193,M033,Online,Retired,3,Cluster 3,Online Banking Users
73.35,24,47,1,1181.84,2023,3,13,0,16,-602,TX001467,AC00015,Debit,San Francisco,D000340,9.230.41.239,M093,Branch,Student,0,Cluster 0,Branch-Based Debit Users
29.94,58,243,1,10915.54,2023,10,13,4,16,-388,TX001468,AC00352,Debit,San Francisco,D000266,3.77.114.6,M063,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
50.52,20,140,1,1121.19,2023,10,16,0,16,-385,TX001470,AC00174,Debit,Boston,D000377,151.247.130.190,M029,Online,Student,3,Cluster 3,Online Banking Users
820.46,53,243,1,5621.86,2023,4,3,0,16,-581,TX001471,AC00024,Credit,Fort Worth,D000185,89.21.156.229,M041,Online,Engineer,2,Cluster 2,Branch-Based Credit Users
153.07,56,116,1,8873.43,2023,4,3,0,18,-581,TX001472,AC00250,Debit,Detroit,D000503,92.214.76.157,M034,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
52.94,41,146,1,6990.92,2023,6,12,0,17,-511,TX001473,AC00373,Debit,Tucson,D000160,98.255.160.110,M052,Branch,Doctor,0,Cluster 0,Branch-Based Debit Users
384.41,60,65,1,7831.56,2023,4,17,0,16,-567,TX001474,AC00030,Debit,Jacksonville,D000289,168.55.199.214,M093,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
235.42,51,175,1,6173.23,2023,7,10,0,18,-483,TX001475,AC00422,Debit,Phoenix,D000424,105.87.212.115,M060,Branch,Retired,0,Cluster 0,Branch-Based Debit Users
114.23,56,64,1,9523.72,2023,6,7,2,17,-516,TX001476,AC00229,Debit,Dallas,D000213,106.244.1.47,M089,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
12.62,33,61,1,6420.47,2023,5,5,4,16,-549,TX001477,AC00002,Debit,El Paso,D000475,93.160.83.196,M068,Branch,Doctor,0,Cluster 0,Branch-Based Debit Users
373.52,35,235,1,6430.41,2023,9,25,0,16,-406,TX001479,AC00393,Debit,Colorado Springs,D000673,219.31.152.129,M026,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
336.05,28,164,1,1635.05,2023,4,24,0,17,-560,TX001480,AC00042,Debit,San Antonio,D000044,89.237.88.251,M019,Branch,Student,0,Cluster 0,Branch-Based Debit Users
366.93,66,33,1,6697.79,2023,12,11,0,18,-329,TX001481,AC00111,Debit,Houston,D000697,45.182.28.148,M078,Online,Retired,3,Cluster 3,Online Banking Users
112.27,58,102,1,7369.89,2023,10,19,3,17,-382,TX001482,AC00178,Debit,Seattle,D000690,199.6.127.153,M007,Branch,Doctor,0,Cluster 0,Branch-Based Debit Users
494.96,40,132,1,6903.68,2023,3,31,4,16,-584,TX001483,AC00218,Debit,Sacramento,D000320,45.182.28.148,M067,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
561.58,65,23,1,11748.86,2023,6,23,4,17,-500,TX001484,AC00198,Debit,Sacramento,D000229,170.154.69.105,M022,Online,Doctor,3,Cluster 3,Online Banking Users
440.94,42,148,1,7303.23,2023,9,13,2,18,-418,TX001485,AC00060,Debit,San Antonio,D000133,189.20.224.220,M008,Online,Doctor,3,Cluster 3,Online Banking Users
71.9,29,51,1,10619.35,2023,2,20,0,16,-623,TX001486,AC00397,Debit,Los Angeles,D000553,136.172.149.77,M013,Branch,Doctor,0,Cluster 0,Branch-Based Debit Users
256.66,54,137,1,1794.5,2023,7,17,0,17,-476,TX001487,AC00338,Credit,Raleigh,D000377,101.223.82.253,M045,Online,Retired,2,Cluster 2,Branch-Based Credit Users
166.55,59,99,1,12970.21,2023,7,13,3,17,-480,TX001488,AC00101,Credit,Houston,D000386,148.25.159.90,M065,Branch,Doctor,2,Cluster 2,Branch-Based Credit Users
276.26,56,143,1,120.89,2023,2,13,0,17,-630,TX001489,AC00384,Debit,Louisville,D000307,97.106.5.76,M024,Branch,Doctor,0,Cluster 0,Branch-Based Debit Users
35.46,67,164,1,5692.31,2023,7,18,1,16,-475,TX001490,AC00368,Debit,Indianapolis,D000674,83.80.89.29,M073,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
38.14,50,165,1,9879.87,2023,4,7,4,16,-577,TX001491,AC00233,Debit,Portland,D000016,160.212.125.105,M072,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
506.26,64,86,1,6266.65,2023,12,18,0,18,-322,TX001492,AC00375,Credit,Baltimore,D000670,200.136.146.93,M014,ATM,Retired,2,Cluster 2,Branch-Based Credit Users
736.32,31,28,1,14268.95,2023,4,12,2,17,-572,TX001493,AC00277,Debit,Indianapolis,D000503,64.15.0.66,M054,Online,Doctor,3,Cluster 3,Online Banking Users
389.43,52,151,1,6449.83,2023,11,27,0,18,-343,TX001494,AC00202,Credit,Austin,D000485,10.144.131.89,M005,ATM,Engineer,2,Cluster 2,Branch-Based Credit Users
25.58,60,166,1,6741.41,2023,11,16,3,16,-354,TX001495,AC00142,Debit,Omaha,D000083,194.29.57.163,M048,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
446.1,25,243,1,1008.44,2023,9,19,1,17,-412,TX001496,AC00178,Debit,Seattle,D000444,78.69.172.205,M068,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
147.74,23,15,1,1711.78,2023,9,5,1,16,-426,TX001497,AC00130,Debit,Raleigh,D000064,12.246.170.239,M034,Branch,Student,0,Cluster 0,Branch-Based Debit Users
46.23,77,282,1,5107.75,2023,5,29,0,17,-525,TX001499,AC00293,Debit,Fresno,D000350,34.86.220.205,M015,Online,Retired,3,Cluster 3,Online Banking Users
265.37,33,77,1,5229.95,2023,5,26,4,17,-528,TX001500,AC00449,Debit,Washington,D000633,173.252.44.183,M013,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
342.57,20,91,1,339.16,2023,2,3,4,17,-640,TX001501,AC00496,Debit,Boston,D000345,64.15.0.66,M100,Online,Student,3,Cluster 3,Online Banking Users
